CLASSE_ID,GENERO_ID,DESCRICAO
61,76,CATUABA SAO BRAZ GARRAFA 950ML CX C/12
61,76,CONHAQUE DOMECQ GARRAFA 1L
61,76,CONHAQUE DREHER GARRAFA 1L
61,76,CONHAQUE DOMUS GARRAFA 1L CX C/6
61,76,CONHAQUE OSBORNE BRANDY GARRAFA 1L
61,76,CONHAQUE SEDUTOR GARRAFA 500ML
61,76,CONHAQUE COURVOISIER VSOP GARRAFA 700ML
61,76,CONHAQUE HENNESSY VSOP GARRAFA 700ML
61,76,CONHAQUE IMPERIAL GARRAFA 890ML CX C/12
61,76,CONHAQUE DREHER GARRAFA 900ML CX C/12
61,76,CONHAQUE SEDUTOR GARRAFA 900ML
61,76,CONHAQUE DE ALCATRAO SAO JOAO DA BARRA GARRAFA 900ML CX C/6
61,76,CONHAQUE SAO JOAO DA BARRA GARRAFA 900ML
61,76,CONHAQUE DREHER GARRAFA 900ML
61,76,ABSINTO BIRDS ICE GARRAFA 275ML
61,76,SANGRIA DE VINHO TINTO SAO BRAZ GARRAFA 300ML CX C/12
61,76,COQUETEL PADRE CICERO SAQUE PET 890ML CX C/12
61,76,COQUETEL PADRE CICERO SAQUE PET 890ML
61,76,COQUETEL PARATUDO RAIZES AMARGAS GARRAFA 900ML
61,76,COQUETEL COMPOSTO SAO BRAZ TINTO SUAVE PET 900ML
61,76,COQUETEL COMPOSTO SAO BRAZ TINTO SUAVE PET 900ML CX C/12
61,76,SANGRIA DE VINHO TINTO CAMPRESTE DA SERRA PET 900ML CX C/12
61,76,GIN BOMBAY GARRAFA 750ML
61,76,GIN GORDONS GARRAFA 750ML
61,76,GIN BEEFEATER GARRAFA 750ML
61,76,GIN TANQUERAY GARRAFA 750ML
61,76,GIN SEAGERS GARRAFA 980ML
61,76,APERITIVO GRAPPA CASA VALDUGA DI PROSECCO GARRAFA 500ML
61,76,APERITIVO RAIZES AMARGAS PARATUDO GARRAFA 900ML CX C/12
61,76,WHISKY DINGOOS GARRAFA 1L
61,66,CHAMPAGNE MONTAUDON BRUT GARRAFA 375ML
61,66,CHAMPAGNE VEUVE CLICQUOT BRUT GARRAFA 750ML
61,66,CHAMPAGNE RUINART BLANC DE BLANCS GARRAFA 750ML
61,66,CHAMPAGNE VEUVE CLICQUOT ROSE FRIDGE GARRAFA 750ML
61,66,CHAMPAGNE TAITTINGER BRUT RESERVE GARRAFA 750ML
61,66,CHAMPAGNE MUMM CORDON ROUGE BRUT GARRAFA 750ML
61,66,CHAMPAGNE MOET & CHANDON BRUT IMPERIAL GARRAFA 750ML
61,66,CHAMPAGNE PERRIER JOUET GRAN BRUT GARRAFA 750ML
61,65,ESPUMANTE CHANDON MAGNUM RESERVE BRUT GARRAFA 1500ML
61,65,ESPUMANTE CHANDON RESERVE BRUT ROSE BABY GARRAFA 187ML
61,65,ESPUMANTE QUINTA DO MORGADO MOSCATEL GARRAFA 187ML
61,65,ESPUMANTE CHANDON RESERVE BRUT BABY GARRAFA 187ML
61,65,ESPUMANTE MIOLO TERRANOVA BRUT GARRAFA 250ML
61,65,ESPUMANTE MIOLO TERRANOVA MOSCATEL GARRAFA 250ML
61,65,ESPUMANTE SALTON BRUT GARRAFA 375ML
61,65,ESPUMANTE CHANDON RESERVE BRUT GARRAFA 375ML
61,65,ESPUMANTE CASA VALDUGA MOSCATEL RESERVA GARRAFA 375ML
61,65,ESPUMANTE CASA VALDUGA BRUT PREMIUM GARRAFA 375ML
61,65,ESPUMANTE SALTON PERLAGE BRANCO GARRAFA 660ML
61,65,ESPUMANTE SAINT GERMAIN BRUT GARRAFA 660ML CX C/6
61,65,ESPUMANTE AURORA MOSCATEL GARRAFA 750ML CX C/6
61,65,ESPUMANTE CHAMPS CLASSIQUE GARRAFA 660ML
61,65,ESPUMANTE SALTON MEIO DOCE GARRAFA 660ML CX C/6
61,65,ESPUMANTE ALMADEN MEIO DOCE GARRAFA 660ML
61,65,ESPUMANTE SALTON PERLAGE ROSE GARRAFA 660ML
61,65,ESPUMANTE SAINT GERMAIN DEMI SEC GARRAFA 660ML
61,65,ESPUMANTE QUINTA DO MORGADO MOSCATEL GARRAFA 660ML
61,65,ESPUMANTE SALTON MEIO DOCE GARRAFA 660ML
61,65,ESPUMANTE SALTON BRANCO SECO GARRAFA 660ML
61,65,ESPUMANTE SALTON CLASSIC SECO GARRAFA 660ML CX C/6
61,65,ESPUMANTE ALMADEN BRUT GARRAFA 660ML
61,65,ESPUMANTE BOSSA MOSCATEL N4 GARRAFA 750ML
61,65,ESPUMANTE CONDE DE FOUCAULD BRUT ROSE GARRAFA 750ML
61,65,ESPUMANTE MIOLO TERRANOVA MOSCATEL GARRAFA 750ML
61,65,ESPUMANTE CHANDON BRUT ROSE GARRAFA 750ML
61,65,ESPUMANTE CHANDON DEMI SEC GARRAFA 750ML
61,65,ESPUMANTE CASA PERINI AQUARELA MOSCATEL ASTI ROSE GARRAFA 750ML
61,65,ESPUMANTE MOUSSEUX VEUVE DARGENT BLANC DE BLANCS BRUT GARRAFA 750ML
61,65,ESPUMANTE CASA VALDUGA MOSCATEL GARRAFA 750ML
61,65,ESPUMANTE NOCTURNO BRUT ROSE GARRAFA 750ML
61,65,ESPUMANTE SALTON MOSCATEL GARRAFA 750ML
61,65,ESPUMANTE ANNA DE CODORNIU BRANCO GARRAFA 750ML
61,65,ESPUMANTE AURORA PROSECCO GARRAFA 750ML
61,65,ESPUMANTE MIOLO BRUT ROSE GARRAFA 750ML
61,65,ESPUMANTE SALTON BRUT RESERVA OURO GARRAFA 750ML CX C/6
61,65,ESPUMANTE LUNAR PERFETTO BRUT GARRAFA 750ML
61,65,ESPUMANTE LUNAR MOSCATEL BRANCO GARRAFA 750ML
61,65,ESPUMANTE SALTON DEMI SEC GARRAFA 750ML
61,65,ESPUMANTE MARIA DE CODORNIU BRUT GARRAFA 750ML
61,65,ESPUMANTE SALTON POETICA ROSE GARRAFA 750ML
61,65,ESPUMANTE AURORA MOSCATEL BRANCO GARRAFA 750ML
61,65,ESPUMANTE MIOLO TERRANOVA DEMI SEC GARRAFA 750ML CX C/6
61,65,ESPUMANTE GRAN LEGADO BRUT GARRAFA 750ML CX /6
61,65,ESPUMANTE CASA VALDUGA ARTE BRUT GARRAFA 750ML
61,65,ESPUMANTE PONTO NERO MOSCATEL GARRAFA 750ML
61,65,ESPUMANTE VEUVE DEVIENNE BRUT GARRAFA 750ML
61,65,ESPUMANTE MIOLO TERRANOVA BRUT GARRAFA 750ML
61,65,ESPUMANTE CASA VALDUGA NATURELLE MOSCATEL GARRAFA 750ML
61,65,ESPUMANTE BOSSA BRUT N1 GARRAFA 750ML
61,65,ESPUMANTE MIOLO DEMI SEC GARRAFA 750ML
61,65,ESPUMANTE CONDE DE FOUCAULD DEMI SEC ROSE GARRAFA 750ML
61,65,ESPUMANTE SALTON PROSECCO BRUT GARRAFA 750ML
61,65,ESPUMANTE CASILLERO DEL DIABLO DEVILS BRUT GARRAFA 750ML
61,65,ESPUMANTE FAUSTO BRUT BRANCO GARRAFA 750ML
61,65,ESPUMANTE VILLA FABRIZIA PROSECCO GARRAFA 750ML
61,65,ESPUMANTE MARIA VALDUGA BRUT GARRAFA 750ML
61,65,ESPUMANTE SALTON MOSCATEL GARRAFA 750ML CX C/6
61,65,ESPUMANTE MIOLO TERRANOVA DEMI SEC GARRAFA 750ML
61,65,ESPUMANTE BOSSA ROSE N3 GARRAFA 750ML
61,65,ESPUMANTE SALTON DEMI SEC GARRAFA 750ML CX C/6
61,65,ESPUMANTE MARCUS JAMES DEMI SEC BRANCO GARRAFA 750ML CX C/6
61,65,ESPUMANTE SAINT GERMAIN FRISANTE GARRAFA 750ML CX C/6
61,65,ESPUMANTE CASA VALDUGA ARTE DEMI SEC GARRAFA 750ML
61,65,ESPUMANTE SALTON RESERVA OURO BRUT GARRAFA 750ML
61,65,ESPUMANTE CHANDON PASSION GARRAFA 750ML
61,65,ESPUMANTE NOCTURNO BRUT GARRAFA 750ML
61,65,ESPUMANTE PONTO NERO BRUT GARRAFA 750ML
61,65,ESPUMANTE CASA VALDUGA GRAN RESERVA EXTRA BRUT GARRAFA 750ML
61,65,ESPUMANTE CONCHA Y TORO BRUT GARRAFA 750ML
61,65,ESPUMANTE PONTO NERO BLANC DE BLANCS GARRAFA 750ML
61,65,ESPUMANTE CONDE DE FOUCAULD BRUT GARRAFA 750ML
61,65,ESPUMANTE CASA VALDUGA BLUSH RESERVA 25 MESES GARRAFA 750ML
61,65,ESPUMANTE CASA VALDUGA PREMIUM PROSECCO GARRAFA 750ML
61,65,ESPUMANTE CASA VALDUGA BLUSH PREMIUM GARRAFA 750ML
61,65,ESPUMANTE LA CHAMIZA BRUT GARRAFA 750ML
61,65,ESPUMANTE CONDE DE FOUCAULD DEMI SEC GARRAFA 750ML CX C/6
61,65,ESPUMANTE MUMM CUVEE BRUT RESERVE GARRAFA 750ML
61,65,ESPUMANTE CHANDON RICHE DEMI SEC GARRAFA 750ML
61,65,ESPUMANTE DON GUERINO MALBEC BRUT ROSE GARRAFA 750ML
61,65,ESPUMANTE MARCUS JAMES BRUT BRANCO GARRAFA 750ML CX C/6
61,65,ESPUMANTE FAUSTO PIZZATO BRUT ROSE GARRAFA 750ML
61,65,ESPUMANTE CASA VALDUGA RESERVA MOSCATEL GARRAFA 750ML
61,65,ESPUMANTE FAUSTO PIZZATO BRUT GARRAFA 750ML
61,65,ESPUMANTE MONTE DERVIDEIRA GARRAFA 750ML
61,65,ESPUMANTE MIOLO BRUT GARRAFA 750ML
61,65,ESPUMANTE MUMM CUVEE BRUT ROSE GARRAFA 750 CX C/6
61,65,ESPUMANTE CHANDON EXCELLENCE CUVEE PRESTIGE GARRAFA 750ML
61,65,ESPUMANTE GRAN LEGADO BRUT CHARMAT GARRAFA 750ML
61,65,ESPUMANTE DON GUERINO MOSCATEL GARRAFA 750ML
61,65,ESPUMANTE MUMM CUVEE DEMI SEC GARRAFA 750ML
61,65,ESPUMANTE SALTON BRUT GARRAFA 750ML
61,65,ESPUMANTE CASA VALDUGA ARTE BRUT ROSE GARRAFA 750ML
61,65,ESPUMANTE FANTINEL RIBOLLA GIALLA BRUT GARRAFA 750ML
61,65,ESPUMANTE OREMUS MOSCATEL GARRAFA 750ML
61,65,ESPUMANTE SALTON EVIDENCE BRUT GARRAFA 750ML
61,65,ESPUMANTE MUMM CUVEE BRUT GARRAFA 750ML CX C/6
61,65,ESPUMANTE CHANDON RESERVE BRUT GARRAFA 750ML
61,65,ESPUMANTE CASA VALDUGA 130 ANOS BRUT GARRAFA 750ML
61,65,KIT ESPUMANTE CONDE FOUCAULD DEMI SEC GARRAFA 750ML E TACA
61,65,SIDRA CERESER GARRAFA 660ML CX C/12
61,65,SIDRA SAO BRAZ GARRAFA 660ML
61,65,SIDRA CERESER GARRAFA 660ML
61,65,SIDRA LIDER MACA GARRAFA 660ML CX C/12
61,62,LICOR RICARD GARRAFA 1L
61,62,LICOR M LICORES AMARULA GARRAFA 1L
61,62,LICOR M LICORES ABACAXI GARRAFA 1L
61,62,LICOR AMARULA GARRAFA 375ML
61,62,LICOR EISENBAHN BIERLIKOR CERVEJA GARRAFA 500ML
61,62,LICOR MOZART GOLD CREAM CHOCOLATE GARRAFA 500ML
61,62,LICOR CAROLANS IRISH CREAM GARRAFA 700ML
61,62,LICOR 43 DIEGO ZAMORA GARRAFA 700ML
61,62,LICOR AMARETTO DELL ORSO GARRAFA 700ML
61,62,LICOR BOLS CREME CHERRY BRANDY GARRAFA 700ML
61,62,LICOR COINTREAU GARRAFA 700ML
61,62,LICOR JAGERMEISTER GARRAFA 700ML
61,62,LICOR BOLS CREME CASSIS GARRAFA 700ML
61,62,LICOR GRAND MARNIER CORDON ROUGE GARRAFA 700ML
61,62,LICOR MOLINARI SAMBUCA CAFE GARRAFA 700ML
61,62,LICOR DE KUYPER PEACHTREE GARRAFA 700ML
61,62,LICOR PEACHTREE PESSEGO GARRAFA 700ML
61,62,LICOR ILLYQUORE CAFE GARRAFA 700ML
61,62,LICOR SOHO LYCHEE GARRAFA 700ML
61,62,LICOR FRANGELICO GARRAFA 700ML
61,62,LICOR VILLA MASSA LIMONCELLO GARRAFA 700ML
61,62,LICOR STOCK MORANGO GARRAFA 720ML
61,62,LICOR STOCK CURACAU RED GARRAFA 720ML
61,62,LICOR STOCK KIWI GARRAFA 720ML
61,62,LICOR STOCK COCONUT GARRAFA 720ML
61,62,LICOR STOCK CREME MARULA GARRAFA 720ML
61,62,LICOR STOCK CREME CAFE GARRAFA 720ML
61,62,LICOR STOCK CHERRY BRANDY GARRAFA 720ML
61,62,LICOR STOCK CURACAU FINO GARRAFA 720ML
61,62,LICOR STOCK CREME DE CASSIS GARRAFA 720ML
61,62,LICOR STOCK PEACH GARRAFA 720ML
61,62,LICOR STOCK CHOCOLATE GARRAFA 720ML
61,62,LICOR STOCK CURACAU BLUE GARRAFA 720ML
61,62,LICOR STOCK CREME GIANDUIA GARRAFA 720ML
61,62,LICOR STOCK MANDARINO GARRAFA 720ML
61,62,LICOR STOCK CREME CACAU GARRAFA 720ML
61,62,LICOR STOCK CREME MENTA GARRAFA 720ML
61,62,LICOR STOCK CAPPUCCINO GARRAFA 720ML
61,62,LICOR MOLINARI SAMBUCA ANIS GARRAFA 750ML
61,62,LICOR AMARULA FRUIT CREAM GARRAFA 750ML
61,62,LICOR CARAVELLA LIMONCELLO GARRAFA 750ML
61,62,LICOR BAILEYS IRISH CREAM GARRAFA 750ML
61,62,LICOR GRAND MARNIER CORDON ROUGE GARRAFA 750ML
61,62,LICOR HPNOTIQ GARRAFA 750ML
61,62,LICOR DRAMBUIE GARRAFA 750ML
61,62,LICOR ASA BRANCA FRESH MENTA GARRAFA 880ML
61,62,LICOR ASA BRANCA FRESH MENTA GARRAFA 900ML
61,62,LICOR ASA BRANCA FRESH TANGER GARRAFA 900ML
61,62,LICOR ASA BRANCA FRESH MENTA GARRAFA 900ML CX C/6
61,72,RUM BACARDI LIMON GARRAFA 1L
61,72,RUM MONTILLA CARTA CRISTAL GARRAFA 1L
61,72,RUM MONTILLA CARTA BRANCA GARRAFA 1L CX C/12
61,72,RUM MONTILLA CARTA OURO GARRAFA 1L
61,72,RUM MONTILLA CARTA CRISTAL GARRAFA 1L CX C/12
61,72,RUM MONTILLA CARTA BRANCA GARRAFA 1L
61,72,RUM MONTILLA CARTA OURO GARRAFA 1L CX C/12
61,72,RUM MONTILLA TROPICAL LIMAO GARRAFA 700ML
61,72,RUM APPLETON ESTATE VX GARRAFA 700ML
61,72,RUM MONTILLA TROPICAL LIMAO GARRAFA 700ML CX C/15
61,72,RUM MALIBU GARRAFA 700ML
61,72,RUM MONTILLA CARTA CRISTAL GARRAFA 700ML CX C/15
61,72,RUM HAVANA CLUB ANEJO 3 ANOS GARRAFA 750ML
61,72,RUM HAVANA CLUB ANEJO 7 ANOS GARRAFA 750ML
61,72,RUM HAVANA CLUB ANEJO 3 ANOS GARRAFA 750ML CX C/12
61,72,RUM BACARDI LIMON GARRAFA 750ML CX C/12
61,72,RUM MALIBU GARRAFA 750ML CX C/12
61,72,RUM BACARDI BIG APPLE GARRAFA 750ML
61,72,RUM MONTILLA ESQUENTE MEL E LIMAO GARRAFA 750ML
61,72,RUM BACARDI LIMON GARRAFA 750ML
61,72,RUM MALIBU GARRAFA 750ML
61,72,RUM BACARDI BIG LEMON GARRAFA 750ML
61,72,RUM HAVANA CLUB ANEJO 7 ANOS GARRAFA 750ML CX C/12
61,72,RUM BACARDI BIG APPLE GARRAFA 750ML CX C/12
61,72,RUM BACARDI BIG PINEAPPLE GARRAFA 750ML
61,72,RUM MONTILLA CARTA BRANCA GARRAFA 900ML CX C/12
61,72,RUM MONTILLA CARTA BRANCA GARRAFA 960ML
61,72,RUM BACARDI LIMON GARRAFA 980ML
61,72,RUM BACARDI MOJITO GARRAFA 980ML CX C/12
61,72,RUM BACARDI CARTA BRANCA GARRAFA 980ML
61,72,RUM BACARDI SUPERIOR GARRAFA 980ML CX C/12
61,72,RUM BACARDI SUPERIOR GARRAFA 980ML
61,72,RUM BACARDI CARTA BLANCA GARRAFA 980ML
61,72,RUM BACARDI CARTA OURO GARRAFA 980ML
61,72,RUM BACARDI CARTA BLANCA GARRAFA 980ML CX C/12
61,72,RUM BACARDI GOLD GARRAFA 980ML
61,72,RUM BACARDI CARTA OURO GARRAFA 980ML CX C/12
61,72,RUM BACARDI ORO GARRAFA 980ML CX C/12
61,72,RUM BACARDI MOJITO GARRAFA 980ML
61,73,SAQUE AZUMA KIRIN GARRAFAO 5L
61,73,SAQUE JUN DAITI GARRAFA 670ML
61,73,SAQUE JUN DAITI GARRAFA 670ML CX C/12
61,73,SAQUE AZUMA KIRIN DOURADO SECO GARRAFA 740ML
61,73,SAQUE AZUMA KIRIN SOFT GARRAFA 740ML
61,71,TEQUILA JOSE CUERVO REPOSADO GARRAFA 375ML
61,71,TEQUILA EL JIMADOR BLANCO GARRAFA 750ML
61,71,TEQUILA JOSE CUERVO ESPECIAL GOLD GARRAFA 750ML
61,71,TEQUILA JOSE CUERVO ESPECIAL SILVER GARRAFA 750ML
61,71,TEQUILA JOSE CUERVO ESPECIAL REPOSADO GARRAFA 750ML
61,71,TEQUILA JOSE CUERVO CLASSICA SILVER GARRAFA 750ML
61,71,TEQUILA HERRADURA REPOSADO GARRAFA 750ML
61,71,TEQUILA SAUZA SILVER GARRAFA 750ML CX C/12
61,71,TEQUILA EL JIMADOR REPOSADO GARRAFA 750ML
61,71,TEQUILA SAUZA GOLD GARRAFA 750ML
61,71,TEQUILA SAUZA SILVER GARRAFA 750ML
61,71,TEQUILA DON JULIO BLANCO GARRAFA 750ML
61,71,TEQUILA CAZADORES BLANCO GARRAFA 750ML
61,71,TEQUILA ESPOLON BLANCO GARRAFA 750ML
61,71,TEQUILA HERRADURA PLATA GARRAFA 750ML
61,71,TEQUILA 1800 RESERVA REPOSADO GARRAFA 750ML
61,71,TEQUILA SAUZA GOLD GARRAFA 750ML CX C/12
61,67,VERMOUTH CORTEZANO BIANCO GARRAFA 900ML CX C/12
61,67,VERMOUTH CORTEZANO TINTO GARRAFA 900ML CX C/12
61,67,VERMOUTH MARTINI BIANCO GARRAFA 900ML
61,67,VERMOUTH CORTEZANO TINTO GARRAFA 900ML
61,67,VERMOUTH CORTEZANO BIANCO GARRAFA 900ML
61,67,VERMOUTH CYNAR GARRAFA 900ML
61,67,VERMOUTH MARTINI BIANCO GARRAFA 955ML
61,67,VERMOUTH MARTINI EXTRA DRY GARRAFA 995ML
61,67,VERMOUTH MARTINI ROSATO GARRAFA 995ML CX C/12
61,67,VERMOUTH MARTINI ROSATO GARRAFA 995ML
61,67,VERMOUTH MARTINI ROSSO GARRAFA 995ML
61,64,VINHO GASEIFICADO KEEP COOLER CLASSIC MORANGO GARRAFA 275ML
61,64,VINHO GASEIFICADO KEEP COOLER CLASSIC UVA GARRAFA 275ML CX C/6
61,64,VINHO GASEIFICADO KEEP COOLER CLASSIC PESSEGO GARRAFA 275ML CX C/6
61,64,CHOPP DE VINHO GRAPE COOL ICE LATA 350ML
61,64,"SANGRIA DE VINHO TINTO SAO BRAZ SUAVE GARRAFAO 4,6L"
61,64,SANGRIA DE VINHO TINTO SAO BRAZ SUAVE GARRAFA PET 900ML CX C/12
61,64,SANGRIA DE VINHO TINTO SAO BRAZ SUAVE GARRAFA PET 900ML
61,64,SANGRIA DE VINHO TINTO SAO BRAZ SECO PET 900ML CX C/12
61,64,SANGRIA DE VINHO BRANCO SAO BRAZ SUAVE GARRAFA 900ML
61,64,"VINHO BRANCO QUINTA DO CARVALHO SECO PET 1,48L"
61,64,VINHO BRANCO MARCUS JAMES RIESLING GARRAFA 375ML
61,64,VINHO BRANCO LEOPOLDINA PREMIUM CHARDONNAY GARRAFA 375ML
61,64,"VINHO BRANCO O GAUCHO SECO GARRAFAO 4,6L"
61,64,"VINHO BRANCO QUINTA DO CARVALHO SECO GARRAFAO 4,6L"
61,64,VINHO BRANCO AURORA COLHEITA TARDIA GARRAFA 500ML
61,64,VINHO BRANCO AURORA COLHEITA TARDIA GARRAFA 500ML CX C/12
61,64,VINHO BRANCO QUINTA DOS BACELOS SECO GARRAFA 660ML
61,64,VINHO BRANCO DOM BOSCO FRISANTE SUAVE GARRAFA 660ML
61,64,VINHO BRANCO O GAUCHO SUAVE GARRAFA 700ML
61,64,VINHO BRANCO SANTA FELICIDADE SUAVE GARRAFA 720ML
61,64,VINHO BRANCO TRIVENTO GOLDEN RESERVE CHARDONNAY GARRAFA 750ML
61,64,VINHO BRANCO SAINT GERMAIN BLANC DE BLANCS GARRAFA 750ML
61,64,VINHO BRANCO SANTA HELENA RESERVADO CHARDONNAY GARRAFA 750ML
61,64,VINHO BRANCO MIOLO RESERVA VIOGNIER 2009 GARRAFA 750ML
61,64,VINHO BRANCO MAREA VALLE DE LEYDA SAUVIGNON BLANC GARRAFA 750ML
61,64,VINHO BRANCO VERDE QUINTA DA AVELEDA GARRAFA 750ML
61,64,VINHO BRANCO ALMADEN RIESLING SECO GARRAFA 750ML
61,64,VINHO BRANCO BENJAMIN NIETO SENETINER CHARDONNAY GARRAFA 750ML
61,64,VINHO BRANCO MISIONES DE RENGO SAUVIGNON BLANC GARRAFA 750ML
61,64,VINHO BRANCO COUNTRY WINE SUAVE GARRAFA 750ML CX C/6
61,64,VINHO BRANCO TANTEHUE CHARDONNAY GARRAFA 750ML
61,64,VINHO BRANCO CASILLERO DEL DIABLO RESERVA SAUVIGNON BLANC GARRAFA 750ML
61,64,VINHO BRANCO QUINTA DO MORGADO SUAVE GARRAFA 750ML CX C/12
61,64,VINHO BRANCO COSECHA TARAPACA SAUVIGNON BLANC GARRAFA 750ML
61,64,VINHO BRANCO LIEBFRAUMILCH GARRAFA 750ML
61,64,VINHO BRANCO CARTUXA EVORA COLHEITA 2012 GARRAFA 750ML
61,64,VINHO BRANCO QUINTA DO MORGADO SECO GARRAFA 750ML
61,64,VINHO BRANCO CHALISE SECO GARRAFA 750ML
61,64,VINHO BRANCO CRIOS DE SUSANA BALBO TORRONTES GARRAFA 750ML
61,64,VINHO BRANCO OLARIA SUAVE GARRAFA 750ML
61,64,VINHO BRANCO SAINT GERMAIN ASSEMBLAGE SUAVE GARRAFA 750ML
61,64,VINHO BRANCO MIOLO SELECAO CHARDONNAY VIOGNIER GARRAFA 750ML
61,64,VINHO BRANCO MARCUS JAMES CHARDONNAY GARRAFA 750ML
61,64,VINHO BRANCO ALMADEN SAUVIGNON BLANC GARRAFA 750ML
61,64,VINHO BRANCO BENJAMIN NIETO SENETINER SUAVE GARRAFA 750ML
61,64,VINHO BRANCO ALAMOS CHARDONNAY GARRAFA 750ML
61,64,VINHO BRANCO CASILLERO DEL DIABLO CHARDONNAY GARRAFA 750ML
61,64,VINHO BRANCO VILLA FABRIZIA AMABILE LAMBRUSCO GARRAFA 750ML
61,64,VINHO BRANCO CASAL GARCIA GARRAFA 750ML
61,64,VINHO BRANCO QUINTA DO MORGADO SUAVE GARRAFA 750ML
61,64,VINHO BRANCO SALTON CLASSIC CHARDONNAY GARRAFA 750ML
61,64,VINHO BRANCO CASA VALDUGA LEOPOLDINA PREMIUM CHARDONNAY GARRAFA 750ML
61,64,VINHO BRANCO SALTON LUNAE FRISANTE GARRAFA 750ML
61,64,VINHO BRANCO CASA VALDUGA NATURELLE GARRAFA 750ML
61,64,VINHO BRANCO VENTISQUERO RESERVA SAUVIGNON BLANC GARRAFA 750ML
61,64,VINHO BRANCO ALMADEN SUNNY DAYS FRISANTE GARRAFA 750ML
61,64,VINHO BRANCO MONTE REALE SUAVE GARRAFA 750ML
61,64,VINHO BRANCO SANTA HELENA SAUVIGNON BLANC GARRAFA 750ML
61,64,VINHO BRANCO MARCUS JAMES RIESLING GARRAFA 750ML
61,64,VINHO BRANCO MIOLO RESERVA CHARDONNAY GARRAFA 750ML
61,64,VINHO BRANCO QUINTA DOS BACELOS SECO GARRAFA 750ML
61,64,VINHO BRANCO LEON DE TARAPACA CHARDONNAY GARRAFA 750ML
61,64,VINHO BRANCO CATENA CHARDONNAY GARRAFA 750ML
61,64,VINHO BRANCO MARCUS JAMES RIESLING SUAVE GARRAFA 750ML CX C/6
61,64,VINHO BRANCO GATO NEGRO SAUVIGNON BLANC GARRAFA 750ML
61,64,VINHO BRANCO COUNTRY WINE SECO GARRAFA 750ML
61,64,VINHO BRANCO ALMADEN UGNI BLANC SUAVE GARRAFA 750ML
61,64,VINHO BRANCO CHALISE SUAVE GARRAFA 750ML
61,64,VINHO BRANCO ALTA VISTA PREMIUM TORRONTES GARRAFA 750ML
61,64,VINHO BRANCO SANTA HELENA GRAN RESERVA CHARDONNAY GARRAFA 750ML
61,64,VINHO BRANCO ARGENTO CHARDONNAY GARRAFA 750ML
61,64,VINHO BRANCO CAMPO LARGO SUAVE GARRAFA 750ML
61,64,VINHO BRANCO MESSIAS 750ML
61,64,VINHO BRANCO ALMADEN CHARDONNAY SECO GARRAFA 750ML
61,64,VINHO BRANCO COUNTRY WINE SUAVE GARRAFA 750ML
61,64,VINHO BRANCO ANELLA ANDREANI LAMBRUSCO GARRAFA 750ML
61,64,VINHO BRANCO VENTISQUERO RESERVA CHARDONNAY GARRAFA 750ML
61,64,VINHO BRANCO CONCHA Y TORO RESERVADO SAUVIGNON BLANC GARRAFA 750ML
61,64,VINHO BRANCO COUSINO MACUL CHARDONNAY GARRAFA 750ML
61,64,VINHO BRANCO SANTA HELENA SIGLO DE ORO CHARDONNAY GARRAFA 750ML
61,64,VINHO BRANCO DOM BOSCO SUAVE GARRAFA 750ML CX C/12
61,64,VINHO BRANCO LATITUD 33 GRAUS CHARDONNAY GARRAFA 750ML
61,64,VINHO BRANCO QUINTA DO MORGADO SECO GARRAFA 750ML CX C/12
61,64,VINHO BRANCO VENTISQUERO CLASSICO CHARDONNAY GARRAFA 750ML
61,64,VINHO BRANCO TABALI RESERVA SAUVIGNON BLANC GARRAFA 750ML
61,64,VINHO BRANCO SANTILLE SUAVE GARRAFA 750ML
61,64,VINHO BRANCO QUINTA DOS BACELOS SUAVE GARRAFA 750ML
61,64,VINHO ROSE DOM BOSCO FRISANTE GARRAFA 660ML
61,64,VINHO ROSE QUINTA DO MORGADO SUAVE GARRAFA 750ML CX C/12
61,64,VINHO ROSE FAMILIA GASCON MALBEC GARRAFA 750ML
61,64,VINHO ROSE SALTON CANONICO GARRAFA 750ML
61,64,VINHO ROSE CHALISE SUAVE GARRAFA 750ML
61,64,VINHO ROSE SALTON LUNAE FRISANTE GARRAFA 750ML
61,64,VINHO ROSE PRECIOSO MOSCATEL LICOROSO GARRAFA 750ML
61,64,VINHO ROSE TANGUERO SHIRAZ MALBEC GARRAFA 750ML
61,64,VINHO ROSE QUINTA DO MORGADO SUAVE GARRAFA 750ML
61,64,VINHO ROSE CRIOS DE SUSANA BALBO MALBEC GARRAFA 750ML
61,64,VINHO TINTO CAMPO LARGO SUAVE GARRAFA 1L
61,64,VINHO TINTO CAMPO LARGO SECO GARRAFA 1L
61,64,VINHO TINTO DOM BOSCO SUAVE GARRAFA 1L CX C/12
61,64,VINHO TINTO MIRACOLO SUAVE GARRAFA 1L
61,64,VINHO TINTO PERGOLA SUAVE GARRAFA 1L
61,64,VINHO TINTO GALIOTTO SUAVE GARRAFA 1L
61,64,VINHO TINTO PERGOLA SECO GARRAFA 1L
61,64,"VINHO TINTO PERGOLA SECO PET 1,47L"
61,64,"VINHO TINTO QUINTA DO CARVALHO SECO PET 1,48L"
61,64,"VINHO TINTO DEL GRANO SECO PET 1,48L"
61,64,"VINHO TINTO DEL GRANO SUAVE GARRAFA PET 1,48L"
